first_name,second_name,element_type,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,season
Josh,Brownhill,MID,47,0.2,78,2248,4,2,2,56,4,1,2,365,499.0,501.5,234.0,123.5,2023-24
Darko,Churlinov,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Jack,Cork,MID,48,0.0,4,25,0,0,0,0,0,0,0,8,4.2,5.2,2.0,1.1,2023-24
Dara,Costelloe,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Josh,Cullen,MID,50,0.1,65,2055,2,4,0,48,9,0,5,375,458.0,426.7,106.0,98.9,2023-24
CJ,Egan-Riley,DEF,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Hjalmar,Ekdal,DEF,39,0.2,15,436,0,0,1,8,2,0,3,77,76.6,15.9,15.0,10.7,2023-24
Lyle,Foster,FWD,47,0.4,75,1898,5,3,2,43,0,1,4,229,364.2,263.4,467.0,109.6,2023-24
Denis,Franchi,GK,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Jóhann Berg,Gudmundsson,MID,48,0.0,48,1185,1,3,2,25,2,0,0,193,234.6,515.6,158.0,91.0,2023-24
Luke,McNally,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Arijanet,Muric,GK,43,0.6,47,900,0,0,0,16,0,0,12,241,513.0,40.3,0.0,55.3,2023-24
Dara,O'Shea,DEF,44,0.3,69,2892,3,4,2,71,5,1,2,478,772.0,189.7,213.0,117.7,2023-24
Michael,Obafemi,FWD,49,0.0,2,19,0,0,0,0,0,0,0,4,0.0,0.6,17.0,1.7,2023-24
Bailey,Peacock-Farrell,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Connor,Roberts,DEF,43,0.1,12,817,0,1,0,23,3,1,0,111,142.8,104.1,12.0,25.7,2023-24
Jay,Rodriguez,FWD,53,0.2,41,811,2,1,1,18,0,0,3,108,138.8,66.2,232.0,42.6,2023-24
Charlie,Taylor,DEF,39,2.7,47,2329,1,1,2,46,8,0,1,347,395.6,275.7,59.0,73.3,2023-24
Bobby,Thomas,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Scott,Twine,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Lawrence,Vigouroux,GK,39,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Victor,da Silva,DEF,44,0.2,60,2311,0,3,2,44,1,0,2,259,305.4,200.8,228.0,73.0,2023-24
Wout,Weghorst,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Anass,Zaroury,MID,46,0.0,4,149,0,0,0,4,0,1,0,10,6.8,36.3,19.0,5.6,2023-24
David Datro,Fofana,FWD,50,0.2,50,876,4,1,1,18,1,0,8,133,212.0,111.7,273.0,59.2,2023-24
Sander,Berge,MID,46,0.1,74,3002,1,2,2,70,8,1,3,430,533.6,446.3,161.0,114.3,2023-24
Zeki,Amdouni,FWD,51,0.2,85,1953,5,1,5,41,2,0,11,243,372.8,246.5,509.0,112.4,2023-24
James,Trafford,GK,44,0.9,70,2520,0,0,2,62,2,0,5,533,903.6,3.3,0.0,90.7,2023-24
Nathan,Redmond,MID,47,0.0,11,132,0,0,0,5,1,0,0,38,23.8,52.5,18.0,9.4,2023-24
Luca,Koleosho,MID,48,0.0,40,972,1,2,3,23,0,0,0,80,86.8,147.9,213.0,44.5,2023-24
Jacob,Bruun Larsen,MID,48,0.1,82,1235,6,0,3,23,1,0,7,237,335.8,416.5,448.0,119.5,2023-24
Owen,Dodgson,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Wilson,Odobert,MID,50,0.1,82,2095,3,4,2,48,3,0,3,303,331.0,435.4,445.0,121.1,2023-24
Hannes,Delcroix,DEF,40,0.1,7,584,0,0,0,25,2,0,0,88,110.0,57.8,42.0,20.9,2023-24
Aaron,Ramsey,MID,50,0.0,18,522,0,0,0,17,1,0,0,62,51.2,28.0,53.0,12.7,2023-24
Han-Noah,Massengo,MID,49,0.0,3,14,0,0,0,0,0,0,0,11,2.8,0.1,0.0,0.3,2023-24
Mike,Trésor,MID,52,0.0,20,410,0,0,0,10,0,0,0,73,44.4,110.5,24.0,18.0,2023-24
Lorenz,Assignon,DEF,40,0.2,25,1235,1,2,0,32,3,1,3,140,270.2,176.0,119.0,56.6,2023-24
Maxime,Esteve,DEF,40,0.0,15,1310,0,0,0,28,6,0,0,157,229.2,38.9,29.0,29.9,2023-24
Moisés,Caicedo Corozo,MID,45,1.2,84,2865,1,3,7,50,11,0,6,466,613.6,403.2,68.0,108.2,2023-24
Robert,Sánchez,GK,45,2.2,59,1433,0,0,3,25,2,0,7,317,450.6,0.1,0.0,45.2,2023-24
Ethan,Ampadu,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Andrey,Nascimento dos Santos,MID,42,0.1,1,7,0,0,0,0,0,0,0,1,0.0,0.5,3.0,0.2,2023-24
Kepa,Arrizabalaga,GK,50,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Pierre-Emerick,Aubameyang,FWD,65,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
César,Azpilicueta,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Abdul Rahman,Baba,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Benoît,Badiashile,DEF,44,0.3,35,1337,0,1,3,31,3,0,4,267,336.4,87.4,51.0,47.5,2023-24
Marcus,Bettinelli,GK,40,0.0,-1,0,0,0,0,0,1,0,0,-3,0.0,0.0,0.0,0.0,2023-24
Trevoh,Chalobah,DEF,43,2.0,39,949,1,0,3,14,1,0,4,221,250.8,45.4,38.0,33.4,2023-24
Ben,Chilwell,DEF,54,4.7,24,752,0,2,1,14,5,0,2,123,128.4,212.8,139.0,48.0,2023-24
Carney,Chukwuemeka,MID,42,1.0,16,222,1,1,0,5,2,0,0,53,78.4,68.6,52.0,19.9,2023-24
Levi,Colwill,DEF,46,2.1,65,1794,1,1,5,26,2,0,4,355,394.6,113.2,163.0,67.2,2023-24
Marc,Cucurella Saseta,DEF,49,3.7,44,1783,0,3,4,33,10,0,3,318,384.4,283.9,122.0,79.3,2023-24
Enzo,Fernández,MID,48,1.9,77,2208,3,3,5,47,7,0,4,369,527.2,567.7,369.0,146.3,2023-24
Wesley,Fofana,DEF,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Conor,Gallagher,MID,54,1.7,129,3129,5,8,8,56,7,1,10,618,754.8,821.5,401.0,197.4,2023-24
Malo,Gusto,DEF,43,8.2,74,1746,0,6,5,28,7,1,10,409,434.8,494.8,174.0,110.4,2023-24
Reece,James,DEF,53,2.7,11,416,0,2,0,13,0,2,0,106,137.4,172.1,61.0,37.1,2023-24
Romelu,Lukaku Bolingoli,FWD,68,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Noni,Madueke,MID,53,1.2,76,1044,5,3,4,19,2,0,7,253,341.6,287.5,401.0,102.8,2023-24
Mykhailo,Mudryk,MID,63,0.9,94,1564,5,5,7,28,5,0,5,291,347.2,457.5,420.0,122.4,2023-24
Nicolas,Jackson,FWD,70,17.9,142,2801,14,6,9,48,10,0,12,479,783.8,501.7,1098.0,237.7,2023-24
Christopher,Nkunku,FWD,72,1.0,29,437,3,0,0,12,0,0,4,96,134.6,74.5,222.0,42.7,2023-24
Christian,Pulisic,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Malang,Sarr,DEF,43,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Gabriel,Słonina,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Raheem,Sterling,MID,68,4.8,123,1972,8,8,5,38,7,0,8,323,502.8,473.7,747.0,172.1,2023-24
Thiago,Emiliano da Silva,DEF,50,4.5,98,2525,3,1,7,45,4,0,12,604,797.0,138.7,165.0,110.6,2023-24
Hakim,Ziyech,MID,54,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Cole,Palmer,MID,63,51.3,244,2617,22,13,7,46,7,0,32,844,1240.2,1022.5,1016.0,327.8,2023-24
Ângelo Gabriel,Borges Damaceno,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ian,Maatsen,MID,51,0.0,11,200,0,0,0,5,1,0,0,24,29.4,44.8,29.0,10.3,2023-24
Axel,Disasi,DEF,49,3.4,71,2579,2,0,5,50,6,0,6,468,573.2,105.5,172.0,85.1,2023-24
Lesley,Ugochukwu,MID,44,0.1,13,296,0,0,1,6,2,0,0,62,60.8,44.4,4.0,10.9,2023-24
Mason,Burstow,FWD,45,0.1,2,8,0,0,0,1,0,0,0,6,0.4,0.6,2.0,0.3,2023-24
Lucas,Bergström,GK,39,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Roméo,Lavia,MID,49,0.0,1,32,0,0,0,0,0,0,0,2,3.6,1.9,0.0,0.6,2023-24
Bashir,Humphreys,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Deivid Washington,de Souza Eugênio,FWD,45,0.1,2,11,0,0,0,1,0,0,0,5,0.0,0.1,4.0,0.4,2023-24
Eddie,Beach,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Diego Manuel Jadon,da Silva Moreira,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Đorđe,Petrović,GK,47,8.4,71,1986,0,0,5,38,2,0,5,414,567.8,0.0,0.0,56.8,2023-24
Alfie,Gilchrist,DEF,40,0.1,20,200,1,0,1,6,1,0,0,67,70.6,8.6,33.0,11.1,2023-24
Ronnie,Stutter,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Alex,Matos,MID,45,0.0,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2023-24
Josh,Brooking,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Leo,Castledine,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Cesare,Casadei,MID,45,0.0,11,71,0,0,0,3,0,0,0,38,19.8,27.4,2.0,5.1,2023-24
Ishé,Samuels-Smith,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ollie,Harrison,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Jimi,Tauriainen,MID,45,0.0,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2023-24
Josh,Acheampong,DEF,40,0.0,1,5,0,0,0,0,0,0,0,4,15.0,0.0,0.0,1.5,2023-24
Teddy,Sharman-Lowe,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Tyrique,George,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Kiano,Dyer,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ted,Curd,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Zak,Sturge,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Rob,Holding,DEF,43,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Naouirou,Ahamada,MID,43,0.4,16,332,0,0,0,14,2,1,0,52,41.2,25.2,61.0,12.9,2023-24
Joachim,Andersen,DEF,47,14.1,121,3416,2,3,10,58,7,0,12,679,873.6,301.1,253.0,143.1,2023-24
Jordan,Ayew,MID,53,0.3,109,2540,4,7,11,39,7,1,3,325,517.6,445.2,550.0,151.1,2023-24
Nathaniel,Clyne,DEF,43,0.2,52,1335,0,1,5,16,0,0,0,259,179.6,67.8,21.0,27.0,2023-24
Cheick,Doucouré,MID,48,0.0,21,920,0,0,3,12,2,0,0,141,165.8,138.5,36.0,34.2,2023-24
Malcolm,Ebiowei,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Odsonne,Edouard,FWD,53,1.3,79,1545,7,0,6,24,4,0,9,246,359.6,256.7,663.0,128.0,2023-24
Eberechi,Eze,MID,60,5.4,136,2054,11,5,8,28,3,0,11,490,740.4,810.0,735.0,228.7,2023-24
Vicente,Guaita,GK,44,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Marc,Guéhi,DEF,42,1.3,66,2020,0,1,6,32,2,0,6,397,417.8,106.6,35.0,56.1,2023-24
Will,Hughes,MID,49,0.0,61,1886,0,2,8,38,6,0,2,252,319.2,338.6,67.0,72.3,2023-24
Sam,Johnstone,GK,43,1.3,68,1796,0,0,6,27,1,0,7,310,321.4,0.0,0.0,32.2,2023-24
Jefferson,Lerma Solís,MID,47,0.1,64,2399,1,1,5,46,8,0,4,338,417.6,366.1,240.0,102.4,2023-24
Jean-Philippe,Mateta,FWD,51,7.3,165,2274,16,7,8,44,3,0,22,563,775.0,404.0,741.0,191.9,2023-24
Remi,Matthews,GK,39,0.1,1,3,0,0,0,1,0,0,0,3,1.0,0.0,0.0,0.1,2023-24
Tyrick,Mitchell,DEF,45,4.7,119,3204,2,3,10,55,6,0,10,590,669.8,393.7,209.0,127.4,2023-24
Jake,O'Brien,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Michael,Olise,MID,57,5.3,125,1272,10,6,3,19,0,0,21,438,627.6,568.7,556.0,175.4,2023-24
Luke,Plange,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Chris,Richards,DEF,39,1.5,62,2091,1,1,4,38,3,0,4,370,456.2,87.5,108.0,65.2,2023-24
Jairo,Riedewald,MID,43,0.1,12,228,0,0,1,3,0,0,0,35,24.6,9.3,14.0,4.8,2023-24
Jeffrey,Schlupp,MID,48,0.1,66,1340,2,2,4,25,1,0,4,201,279.8,234.2,229.0,74.1,2023-24
James,Tomkins,DEF,39,0.4,3,8,0,0,0,2,0,0,0,12,3.0,0.3,0.0,0.3,2023-24
Joel,Ward,DEF,45,0.2,54,1978,0,1,5,34,4,0,0,304,348.2,79.0,41.0,46.8,2023-24
Joe,Whitworth,GK,39,0.9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Dean,Henderson,GK,44,1.7,48,1620,0,0,4,30,2,0,2,293,434.8,0.0,0.0,43.7,2023-24
Matheus,França de Oliveira,MID,48,0.0,16,224,0,2,0,7,1,0,0,47,36.4,77.7,53.0,16.5,2023-24
Jesurun,Rak-Sakyi,MID,45,0.0,8,132,0,0,1,3,0,0,0,21,23.2,28.2,58.0,11.0,2023-24
John-Kymani,Gordon,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ademola,Ola-Adebomi,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
David,Ozoh,MID,45,0.0,8,148,0,0,0,5,1,0,0,27,25.2,4.0,0.0,2.9,2023-24
Jadan,Raymond,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Tayo,Adaramola,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Daniel,Muñoz,DEF,45,0.6,56,1440,0,4,5,22,4,0,3,270,331.0,265.6,119.0,71.7,2023-24
Adam,Wharton,MID,50,0.0,50,1296,0,3,7,16,2,0,4,222,255.0,287.9,29.0,57.3,2023-24
Franco,Umeh-Chibueze,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Kaden,Rodney,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Roshaun,Mathurin,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
André,Tavares Gomes,MID,44,0.1,20,505,1,0,3,7,4,0,0,64,72.8,88.3,81.0,24.1,2023-24
Jarrad,Branthwaite,DEF,45,10.8,124,3116,3,1,12,44,8,0,10,621,789.4,67.2,185.0,104.3,2023-24
Dominic,Calvert-Lewin,FWD,58,1.0,101,2166,7,3,13,27,2,0,9,259,403.0,255.6,901.0,154.8,2023-24
Seamus,Coleman,DEF,44,0.1,30,661,0,0,4,10,0,0,3,141,108.6,49.9,6.0,16.5,2023-24
Dele,Alli,MID,48,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Abdoulaye,Doucouré,MID,55,0.5,116,2632,7,3,12,36,7,0,7,335,462.4,456.5,687.0,161.0,2023-24
James,Garner,MID,49,0.1,87,3001,1,2,11,47,7,0,3,421,526.6,663.1,244.0,143.5,2023-24
Jean-Philippe,Gbamin,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ben,Godfrey,DEF,43,0.2,37,1120,0,0,4,13,2,0,0,166,221.4,64.9,156.0,44.3,2023-24
Demarai,Gray,MID,53,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Idrissa,Gueye,MID,48,0.1,73,1885,4,0,7,25,8,0,10,337,406.8,237.1,154.0,79.7,2023-24
Michael,Keane,DEF,42,0.2,18,437,1,0,1,13,2,0,2,72,108.2,4.6,92.0,20.5,2023-24
Dwight,McNeil,MID,54,0.3,124,2891,3,8,12,39,2,0,8,515,615.4,1110.8,400.0,212.7,2023-24
Vitalii,Mykolenko,DEF,45,2.6,101,2469,2,1,9,37,1,0,9,452,517.4,239.8,211.0,96.8,2023-24
Amadou,Onana,MID,47,0.2,66,2085,2,0,5,38,5,0,5,304,354.0,282.7,254.0,89.5,2023-24
Nathan,Patterson,DEF,43,0.1,34,1000,0,2,2,21,4,0,3,187,207.2,138.2,26.0,37.3,2023-24
Jordan,Pickford,GK,48,16.3,153,3420,0,0,13,51,5,0,22,734,969.2,43.4,0.0,101.3,2023-24
Ellis,Simms,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
James,Tarkowski,DEF,46,5.4,117,3420,1,1,13,51,11,0,10,649,915.4,269.6,320.0,150.9,2023-24
João,Neves Virgínia,GK,39,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Andy,Lonergan,GK,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ashley,Young,DEF,44,0.4,76,2277,0,1,9,34,5,1,3,375,284.8,365.2,87.0,74.0,2023-24
Arnaut,Danjuma Groeneveld,MID,52,0.1,26,587,1,0,2,10,0,0,0,53,73.6,79.3,271.0,42.4,2023-24
Lewis,Dobbin,MID,45,0.0,18,226,1,0,1,3,1,0,0,54,68.4,50.5,59.0,17.7,2023-24
Youssef,Ramalho Chermiti,FWD,48,0.1,16,196,0,0,1,4,3,0,0,28,19.2,51.2,84.0,14.9,2023-24
Thomas,Cannon,FWD,45,0.0,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2023-24
Tyler,Onyango,MID,44,0.0,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2023-24
Jack,Harrison,MID,55,0.1,92,2212,3,3,11,26,1,0,5,292,397.4,405.7,339.0,114.3,2023-24
Norberto Bercique,Gomes Betuncal,FWD,57,0.1,50,943,3,0,2,20,2,0,3,105,158.8,139.6,425.0,71.3,2023-24
Mackenzie,Hunt,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Jenson,Metcalfe,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Elijah,Campbell,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Lewis,Warrington,MID,45,0.0,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2023-24
Billy,Crellin,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Armando,Broja,FWD,49,0.2,35,529,1,2,3,9,0,0,0,72,75.6,70.3,152.0,29.0,2023-24
Alex,Iwobi,MID,53,0.4,102,2331,5,2,7,41,2,0,9,425,504.2,718.8,534.0,175.9,2023-24
Andreas,Hoelgebaum Pereira,MID,53,0.9,127,2611,3,9,14,40,6,0,7,459,503.6,1254.3,417.0,217.8,2023-24
Tom,Cairney,MID,49,0.0,70,1472,1,6,4,27,3,0,2,346,335.2,407.2,170.0,90.9,2023-24
Ivan,Neves Abreu Cavaleiro,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Bobby,De Cordova-Reid,MID,52,0.1,92,1410,6,3,3,29,4,0,7,290,330.6,255.3,325.0,90.0,2023-24
Issa,Diop,DEF,44,0.4,43,1423,0,0,5,26,2,1,3,259,348.8,20.5,37.0,40.8,2023-24
Tyrese,Francois,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Anthony,Knockaert,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Terence,Kongolo,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Bernd,Leno,GK,48,14.6,133,3420,0,0,10,61,3,0,15,782,1069.8,0.1,0.0,106.7,2023-24
Saša,Lukić,MID,43,0.3,43,1113,1,0,5,20,3,0,0,157,192.4,155.6,115.0,46.2,2023-24
Kevin,Mbabu,DEF,40,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Aleksandar,Mitrović,FWD,74,0.6,1,32,0,0,0,0,0,0,0,6,6.4,0.3,26.0,3.3,2023-24
Rodrigo,Muniz Carvalho,FWD,43,4.4,97,1589,9,2,6,27,1,0,12,299,409.0,213.1,875.0,148.2,2023-24
João,Palhinha Gonçalves,MID,50,0.3,91,2698,4,1,9,46,13,0,8,387,659.2,219.0,365.0,124.5,2023-24
Tim,Ream,DEF,44,0.6,40,1503,1,0,3,31,2,1,4,267,339.8,18.2,45.0,40.4,2023-24
Harrison,Reed,MID,43,0.3,47,1317,0,2,6,23,6,0,0,205,213.8,212.6,45.0,47.2,2023-24
Antonee,Robinson,DEF,45,4.0,104,3266,0,6,9,60,6,0,8,662,805.8,536.7,241.0,158.6,2023-24
Marek,Rodák,GK,39,0.3,-1,0,0,0,0,0,1,0,0,-3,0.0,0.0,0.0,0.0,2023-24
Kenny,Tete,DEF,44,0.3,27,863,1,0,2,21,2,0,0,161,195.2,93.4,67.0,35.6,2023-24
Tosin,Adarabioyo,DEF,43,0.2,66,1616,2,0,6,25,2,0,2,327,431.8,39.3,152.0,62.4,2023-24
Carlos Vinícius,Alves Morais,FWD,45,0.9,22,306,2,0,0,5,2,0,2,77,83.6,61.3,139.0,28.2,2023-24
Harry,Wilson,MID,53,0.2,94,1603,4,7,5,30,6,0,5,307,375.0,357.3,340.0,107.2,2023-24
Raúl,Jiménez,FWD,50,0.6,72,1390,7,0,4,29,3,1,13,237,335.8,185.9,440.0,95.1,2023-24
Willian,Borges da Silva,MID,53,0.4,94,2048,4,3,9,28,1,0,6,390,416.4,701.3,439.0,155.5,2023-24
Calvin,Bassey,DEF,44,0.4,66,2299,1,0,6,42,4,1,4,442,462.8,34.8,50.0,55.0,2023-24
Luc,De Fougerolles,DEF,39,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Jay,Stansfield,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Matthew,Dibley-Dias,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Adama,Traoré,MID,49,0.0,36,363,2,3,0,13,2,0,1,113,164.2,108.1,140.0,41.3,2023-24
Luke,Harris,MID,45,0.0,2,74,0,0,0,5,0,0,0,2,3.2,0.7,17.0,2.1,2023-24
Timothy,Castagne,DEF,45,1.6,105,2630,1,3,9,40,3,0,7,510,494.4,295.0,229.0,102.1,2023-24
Steven,Benda,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Fodé,Ballo-Touré,DEF,45,0.1,5,65,0,0,0,1,1,0,0,18,13.6,2.2,2.0,1.9,2023-24
Devan,Tanton,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Kristian,Sekularac,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Joshua,King,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Adrián,San Miguel del Castillo,GK,38,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Trent,Alexander-Arnold,DEF,84,10.3,122,2153,3,5,8,28,6,0,19,590,601.8,1027.5,237.0,186.8,2023-24
Alisson,Ramses Becker,GK,57,9.7,107,2520,0,0,8,30,1,0,9,575,671.2,10.4,0.0,68.1,2023-24
Stefan,Bajcetic,MID,47,0.0,1,25,0,0,0,2,0,0,0,3,7.8,0.3,0.0,0.8,2023-24
Darwin,Núñez Ribeiro,FWD,75,11.7,132,2033,11,11,6,25,9,0,9,397,660.8,439.1,1223.0,232.4,2023-24
Diogo,Teixeira da Silva,MID,79,1.7,110,1141,10,7,5,11,1,1,7,328,483.8,290.2,639.0,141.4,2023-24
Harvey,Elliott,MID,48,0.4,96,1330,3,9,4,13,2,0,8,402,417.2,570.0,391.0,137.5,2023-24
Fabio Henrique,Tavares,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Cody,Gakpo,FWD,71,3.1,106,1633,8,5,5,20,1,0,12,409,521.4,348.2,708.0,157.1,2023-24
Joe,Gomez,DEF,45,1.3,76,1772,0,2,7,19,5,0,2,390,316.0,338.3,119.0,77.7,2023-24
Jordan,Henderson,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Curtis,Jones,MID,49,0.1,40,1156,1,1,2,19,3,1,2,171,174.0,203.2,195.0,57.0,2023-24
Caoimhin,Kelleher,GK,36,3.9,34,900,0,0,2,11,0,0,3,198,261.2,10.0,0.0,27.0,2023-24
Ibrahima,Konaté,DEF,49,2.0,56,1570,0,0,6,19,3,1,2,315,357.4,139.9,87.0,58.5,2023-24
Luis,Díaz,MID,76,10.0,142,2625,8,7,7,33,3,0,9,413,613.0,844.0,1190.0,264.6,2023-24
