id,first_name,second_name,team,element_type,now_cost,selected_by_percent,form,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
166,Nicolas,Jackson,Chelsea,4,65,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
167,Liam,Delap,Chelsea,4,55,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
168,Marc,Guiu Paz,Chelsea,4,50,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
169,Shumaira,Mheuka,Chelsea,4,45,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
170,Emmanuel,Emegha,Chelsea,4,50,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
200,Maxence,Lacroix,Chelsea,2,60,9.5,6.0,6,90,0,1,0,2,0,0,0,0,0,0,0,25,44.2,11.2,2.0,5.7
560,Mike,Penders,Chelsea,1,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
561,Aaron,Anselmino,Chelsea,2,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
568,Valentín,Barco,Chelsea,3,55,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
578,Mykhailo,Mudryk,Chelsea,3,55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
583,Pep,Chavarría,Chelsea,2,50,0.2,1.0,1,25,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.2,2.0,0.5
104,Frank,Onyeka,Coventry City,3,50,0.2,2.0,2,90,0,0,0,3,0,0,0,0,0,0,0,8,3.6,1.6,0.0,0.5
110,Carl,Rushworth,Coventry City,1,45,1.2,1.0,1,90,0,0,0,3,0,0,0,0,0,2,0,0,14.2,0.0,0.0,1.4
171,Oliver,Dovin,Coventry City,1,40,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
172,Ben,Wilson,Coventry City,1,45,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
173,Bobby,Thomas,Coventry City,2,40,7.9,3.0,3,90,0,0,0,3,0,0,0,0,0,0,0,11,23.2,11.2,1.0,3.5
174,Liam,Kitching,Coventry City,2,40,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
175,Milan,van Ewijk,Coventry City,2,40,13.1,1.0,1,90,0,0,0,3,0,0,0,0,0,0,0,-8,10.6,2.0,2.0,1.5
176,Jay,Dasilva,Coventry City,2,40,0.8,1.0,1,90,0,0,0,3,0,0,0,0,0,0,0,-4,13.8,3.8,0.0,1.8
177,Kaine,Kesler-Hayden,Coventry City,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
178,Jake,Bidwell,Coventry City,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
179,Joel,Latibeaudiere,Coventry City,2,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
180,Luke,Woolfenden,Coventry City,2,40,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
181,Miguel,Brau,Coventry City,2,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
182,Aurèle,Amenda,Coventry City,2,40,0.9,1.0,1,90,0,0,0,3,0,0,0,0,0,0,0,1,28.8,0.8,0.0,3.0
183,Jack,Rudoni,Coventry City,3,50,0.1,1.0,1,20,0,0,0,0,0,0,0,0,0,0,0,3,5.6,3.8,17.0,2.6
184,Matt,Grimes,Coventry City,3,50,0.2,2.0,2,90,0,0,0,3,0,0,0,0,0,0,0,14,13.4,3.7,0.0,1.7
185,Tatsuhiro,Sakamoto,Coventry City,3,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
186,Ephron,Mason-Clark,Coventry City,3,55,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
187,Josh,Eccles,Coventry City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
188,Victor,Torp,Coventry City,3,55,0.2,1.0,1,28,0,0,0,0,0,0,0,0,0,0,0,8,6.8,16.4,0.0,2.3
189,George,Shepherd,Coventry City,3,45,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
190,Loum,Tchaouna,Coventry City,3,55,0.2,2.0,2,81,0,0,0,3,0,0,0,0,0,0,0,11,1.8,6.0,3.0,1.1
191,Raphael,Borges Rodrigues,Coventry City,3,45,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
192,Kai,Andrews,Coventry City,3,45,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
193,Haji,Wright,Coventry City,4,55,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
194,Brandon,Thomas-Asante,Coventry City,4,50,0.8,2.0,2,69,0,0,0,3,0,0,0,0,0,0,0,9,4.6,1.1,0.0,0.6
195,Ellis,Simms,Coventry City,4,50,1.0,2.0,2,69,0,0,0,3,0,0,0,0,0,0,0,7,2.6,12.3,2.0,1.7
196,Jahnoah,Markelo,Coventry City,4,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
197,Norman,Bassette,Coventry City,4,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
492,Taiwo,Awoniyi,Coventry City,4,55,0.8,1.0,1,20,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1.4,0.0,0.1
575,Caleb,Yirenkyi,Coventry City,3,50,0.2,1.0,1,61,0,0,0,3,0,0,0,1,0,0,0,2,0.0,3.1,0.0,0.0
584,Gustavo,Hamer,Coventry City,3,55,0.1,1.0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1
599,Sidiki,Cherif,Coventry City,4,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
42,Evann,Guessand,Crystal Palace,3,55,0.0,1.0,1,27,0,0,0,0,0,0,0,0,0,0,0,3,3.2,1.8,7.0,1.2
198,Dean,Henderson,Crystal Palace,1,50,1.9,2.0,2,90,0,0,0,2,0,0,0,0,0,3,0,14,28.2,0.0,0.0,2.8
199,Walter,Benítez,Crystal Palace,1,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
201,Daniel,Muñoz Mejía,Crystal Palace,2,55,8.6,0.0,0,54,0,0,0,2,0,0,0,0,0,0,0,-4,1.2,1.8,21.0,2.4
202,Chris,Richards,Crystal Palace,2,50,0.7,3.0,3,90,0,0,0,2,0,0,0,0,0,0,0,13,42.6,0.7,0.0,4.3
203,Jaydee,Canvot,Crystal Palace,2,50,0.3,1.0,1,90,0,0,0,2,0,0,0,0,0,0,0,9,27.4,5.7,5.0,3.8
204,Tyrick,Mitchell,Crystal Palace,2,45,5.7,1.0,1,90,0,0,0,2,0,0,0,0,0,0,0,9,11.6,13.8,2.0,2.7
205,Borna,Sosa,Crystal Palace,2,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
206,Chadi,Riad Dnanou,Crystal Palace,2,45,0.1,1.0,1,72,0,0,0,2,0,0,0,0,0,0,0,7,12.6,1.3,0.0,1.4
207,Oscar,Mingueza,Crystal Palace,2,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
208,Ismaïla,Sarr,Crystal Palace,3,65,2.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
210,Adam,Wharton,Crystal Palace,3,55,0.9,4.0,4,90,0,0,0,2,0,0,0,0,0,0,0,20,16.8,30.9,0.0,4.8
211,Yéremy,Pino Santos,Crystal Palace,3,55,0.2,1.0,1,35,0,0,0,0,0,0,0,0,0,0,0,4,2.0,6.3,6.0,1.4
212,Will,Hughes,Crystal Palace,3,45,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
213,Jefferson,Lerma Solís,Crystal Palace,3,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
214,Daichi,Kamada,Crystal Palace,3,50,0.3,3.0,3,90,0,0,0,2,0,0,0,1,0,0,0,25,20.4,29.3,0.0,5.0
215,Justin,Devenny,Crystal Palace,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
216,Romain,Esse,Crystal Palace,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
217,Matheus,França de Oliveira,Crystal Palace,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
218,Cheick,Doucouré,Crystal Palace,3,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
219,Jesurun,Rak-Sakyi,Crystal Palace,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
220,Rio,Cardines,Crystal Palace,2,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
221,Joél,Drakes-Thomas,Crystal Palace,3,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
222,Jørgen,Strand Larsen,Crystal Palace,4,60,0.5,1.0,1,27,0,0,0,0,0,0,0,0,0,0,0,3,1.0,3.5,17.0,2.2
223,Jean-Philippe,Mateta,Crystal Palace,4,65,5.3,2.0,2,62,0,0,0,2,0,0,0,0,0,0,0,-3,1.4,12.3,11.0,2.5
224,Eddie,Nketiah,Crystal Palace,4,55,0.5,1.0,1,55,0,0,0,2,0,0,0,0,0,0,0,12,10.4,24.5,23.0,5.8
225,Christantus,Uche,Crystal Palace,4,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
241,Dwight,McNeil,Crystal Palace,3,55,0.2,2.0,2,62,0,0,0,2,0,0,0,0,0,0,0,11,9.6,4.7,2.0,1.6
555,Remi,Matthews,Crystal Palace,1,40,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
577,Takehiro,Tomiyasu,Crystal Palace,2,45,0.4,1.0,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2.4,2.4,0.0,0.5
588,Anan,Khalaili,Crystal Palace,2,50,0.1,1.0,1,35,0,0,0,0,0,0,0,0,0,0,0,12,24.0,26.5,4.0,5.5
595,Zavier,Gozo,Crystal Palace,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21,Christian,Nørgaard,Everton,3,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
209,Brennan,Johnson,Everton,3,60,0.2,1.0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.3,0.0,0.4
226,Jordan,Pickford,Everton,1,55,8.8,7.0,7,90,0,0,1,0,0,0,0,0,0,4,0,34,31.8,0.0,0.0,3.2
227,Mark,Travers,Everton,1,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
228,Tom,King,Everton,1,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
229,James,Tarkowski,Everton,2,60,8.8,6.0,6,90,0,0,1,0,0,0,0,0,0,0,0,25,15.2,0.8,4.0,2.0
230,Jarrad,Branthwaite,Everton,2,55,1.8,6.0,6,90,0,0,1,0,0,0,0,0,0,0,0,27,18.6,0.8,6.0,2.5
231,Michael,Keane,Everton,2,50,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
232,Jake,O'Brien,Everton,2,50,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
233,Vitalii,Mykolenko,Everton,2,45,1.6,6.0,6,90,0,0,1,0,0,0,0,0,0,0,0,27,12.8,13.8,2.0,2.9
234,Nathan,Patterson,Everton,2,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
235,Adam,Aznou,Everton,2,40,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
236,Kiernan,Dewsbury-Hall,Everton,3,65,4.5,11.0,11,90,1,0,1,0,0,0,0,0,0,0,3,40,42.8,28.3,27.0,9.8
237,Iliman,Ndiaye,Everton,3,60,16.0,9.0,9,90,0,1,1,0,0,0,0,0,0,0,1,36,40.8,39.8,48.0,12.9
239,James,Garner,Everton,3,60,0.1,1.0,1,11,0,0,0,0,0,0,0,0,0,0,0,6,4.8,11.8,2.0,1.9
240,Tim,Iroegbunam,Everton,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
242,Tyrique,George,Everton,3,55,0.3,3.0,3,83,0,0,1,0,0,0,0,0,0,0,0,13,7.0,23.4,25.0,5.5
243,Carlos,Alcaraz Durán,Everton,3,50,0.1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5.0,0.3,17.0,2.2
244,Harrison,Armstrong,Everton,3,50,0.2,8.0,8,90,0,1,1,0,0,0,0,0,0,0,0,25,28.8,14.7,4.0,4.8
245,Tyler,Dibling,Everton,3,55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
246,Merlin,Röhl,Everton,3,50,0.1,3.0,3,90,0,0,1,0,0,0,0,0,0,0,0,12,13.8,13.0,2.0,2.9
247,Hayden,Hackney,Everton,3,55,0.3,3.0,3,78,0,0,1,0,0,0,0,0,0,0,0,16,8.6,12.2,5.0,2.6
248,Norberto Bercique,Gomes Betuncal,Everton,4,55,2.4,1.0,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2
249,Thierno,Barry,Everton,4,55,2.9,8.0,8,78,1,0,1,0,0,0,0,0,0,0,2,37,38.0,19.0,41.0,9.8
250,Bernd,Leno,Fulham,1,45,3.0,2.0,2,90,0,0,0,3,0,0,0,0,0,3,0,11,29.6,0.0,0.0,3.0
251,Benjamin,Lecomte,Fulham,1,40,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
252,Alfie,McNally,Fulham,1,40,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
253,Joachim,Andersen,Fulham,2,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
254,Antonee,Robinson,Fulham,2,45,1.7,1.0,1,81,0,0,0,3,0,0,0,0,0,0,0,4,21.6,25.2,3.0,5.0
255,Jorge,Cuenca Barreno,Fulham,2,45,0.0,3.0,3,90,0,0,0,3,0,0,0,0,0,0,0,7,32.8,21.3,0.0,5.4
256,Kenny,Tete,Fulham,2,45,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
257,Calvin,Bassey,Fulham,2,45,0.8,0.0,0,90,0,0,0,3,0,0,0,1,0,0,0,1,13.8,3.8,2.0,2.0
258,Timothy,Castagne,Fulham,2,45,0.4,6.0,6,90,0,2,0,3,0,0,0,1,0,0,0,21,38.0,27.8,23.0,8.9
261,Alex,Iwobi,Fulham,3,55,1.0,2.0,2,90,0,0,0,3,0,0,0,0,0,0,0,17,12.4,11.3,0.0,2.4
262,Emile,Smith Rowe,Fulham,3,55,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
263,Kevin,Santos Lopes de Macedo,Fulham,3,55,0.1,1.0,1,17,0,0,0,0,0,0,0,0,0,0,0,2,5.2,1.9,0.0,0.7
264,Oscar,Bobb,Fulham,3,55,0.3,2.0,2,66,0,0,0,3,0,0,0,0,0,0,0,10,9.8,13.8,6.0,3.0
265,Sander,Berge,Fulham,3,50,0.4,2.0,2,72,0,0,0,3,0,0,0,0,0,0,0,14,13.6,23.1,7.0,4.4
266,Tom,Cairney,Fulham,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
268,Josh,King,Fulham,3,55,0.5,7.0,7,90,1,0,0,3,0,0,0,0,0,0,0,34,41.6,15.6,41.0,9.8
269,Ryan,Sessegnon,Fulham,2,45,0.4,1.0,1,17,0,0,0,0,0,0,0,0,0,0,0,7,6.6,0.5,19.0,2.6
270,Harrison,Reed,Fulham,3,45,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
271,Rodrigo,Muniz Carvalho,Fulham,4,55,0.6,1.0,1,8,0,0,0,0,0,0,0,0,0,0,0,6,6.0,11.5,7.0,2.5
272,Jonah,Kusi-Asare,Fulham,4,45,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
569,Gonzalo,García,Fulham,4,60,3.3,6.0,6,90,1,0,0,3,0,0,0,0,0,0,0,33,37.2,4.3,40.0,8.2
570,César,Palacios,Fulham,3,55,0.2,2.0,2,72,0,0,0,3,0,0,0,0,0,0,0,10,2.8,7.3,8.0,1.8
580,Shea,Charles,Fulham,3,50,0.1,1.0,1,23,0,0,0,0,0,0,0,0,0,0,0,5,3.4,1.3,0.0,0.5
610,Luc,De Fougerolles,Fulham,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
273,Dillon,Phillips,Hull City,1,40,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
274,Jack,Butland,Hull City,1,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
275,Harvey,Cartwright,Hull City,1,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
276,Thimothée,Lo-Tutala,Hull City,1,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
277,John,Egan,Hull City,2,40,2.0,8.0,8,90,0,0,1,0,0,0,0,0,0,0,0,27,43.4,0.1,2.0,4.6
278,Charlie,Hughes,Hull City,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
279,Semi,Ajayi,Hull City,2,40,1.6,14.0,14,63,1,0,1,0,0,0,0,0,0,0,2,39,44.2,0.2,35.0,7.9
280,Lewie,Coyle,Hull City,2,40,0.6,6.0,6,69,0,0,1,0,0,0,0,0,0,0,0,23,5.8,11.3,0.0,1.7
281,Cody,Drameh,Hull City,2,40,0.1,1.0,1,20,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.0,1.0,0.3
282,Ryan,Giles,Hull City,2,40,0.9,6.0,6,84,0,0,1,0,0,0,0,0,0,0,0,24,13.8,18.8,4.0,3.7
283,Matty,Jacob,Hull City,2,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
284,Cathal,McCarthy,Hull City,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
285,Paddy,McNair,Hull City,2,40,0.1,1.0,1,26,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.0,0.0,0.4
286,Mohamed,Belloumi,Hull City,3,50,0.6,3.0,3,90,0,0,1,0,0,0,0,0,0,0,0,8,10.6,2.2,7.0,2.0
287,Liam,Millar,Hull City,3,50,0.1,0.0,0,19,0,0,0,0,0,0,0,1,0,0,0,2,2.0,0.3,2.0,0.4
288,Kieran,Dowell,Hull City,3,45,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
289,Matt,Crooks,Hull City,3,45,0.7,2.0,2,90,0,0,1,0,0,0,0,1,0,0,0,9,19.0,2.4,0.0,2.1
290,Regan,Slater,Hull City,3,45,3.7,6.0,6,90,0,1,1,0,0,0,0,0,0,0,0,20,18.4,19.3,0.0,3.8
291,Eliot,Matazo,Hull City,3,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
292,Abdülkadir,Ömür,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
293,Abu,Kamara,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
294,Óscar,Zambrano,Hull City,3,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
295,Oli,McBurnie,Hull City,4,55,2.0,5.0,5,90,0,1,1,0,0,0,0,0,0,0,0,21,17.2,21.1,52.0,9.0
296,David,Akintola,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
297,Darko,Gyabi,Hull City,3,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
298,Enis,Destan,Hull City,4,45,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
299,Mason,Burstow,Hull City,4,45,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
340,Joe,Gelhardt,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
556,Matt,Targett,Hull City,2,40,2.3,1.0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0
563,Hidemasa,Morita,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
572,Konstantinos,Tzolakis,Hull City,1,45,2.5,10.0,10,90,0,0,1,0,0,0,0,0,0,5,3,41,34.6,0.0,0.0,3.5
574,Jens,Hjertø-Dahl,Hull City,3,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
576,Elliot,Stroud,Hull City,3,50,0.1,3.0,3,70,0,0,1,0,0,0,0,0,0,0,0,11,8.4,4.8,0.0,1.3
585,Lucas,Herrington,Hull City,2,40,0.7,1.0,1,26,0,0,0,0,0,0,0,0,0,0,0,4,8.0,0.0,0.0,0.8
586,Nobel,Mendy,Hull City,2,40,3.2,15.0,15,63,1,0,1,0,0,0,0,0,0,0,1,35,51.8,0.6,33.0,8.5
589,Lucas,Gourna-Douath,Hull City,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
259,Issa,Diop,Ipswich Town,2,40,17.2,2.0,2,90,0,0,0,1,0,0,0,0,0,0,0,7,7.2,0.8,2.0,1.0
267,Saša,Lukić,Ipswich Town,3,50,0.1,5.0,5,90,0,1,0,1,0,0,0,0,0,0,0,22,23.4,14.8,2.0,4.0
300,Christian,Walton,Ipswich Town,1,45,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
301,Alex,Palmer,Ipswich Town,1,40,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
302,David,Button,Ipswich Town,1,40,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
303,Cédric,Kipré,Ipswich Town,2,40,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
304,Dara,O'Shea,Ipswich Town,2,40,3.4,4.0,4,90,0,0,0,1,0,0,0,0,0,0,0,16,48.0,24.5,2.0,7.5
305,Leif,Davis,Ipswich Town,2,40,5.0,2.0,2,90,0,0,0,1,0,0,0,0,0,0,0,10,15.2,2.3,0.0,1.8
306,Jacob,Greaves,Ipswich Town,2,40,1.5,2.0,2,90,0,0,0,1,0,0,0,0,0,0,0,12,16.4,1.3,0.0,1.8
307,Ben,Johnson,Ipswich Town,2,40,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
308,Darnell,Furlong,Ipswich Town,2,40,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
309,Marcelino,Núñez,Ipswich Town,3,50,0.1,4.0,4,79,0,0,0,1,0,0,0,0,0,0,0,26,13.0,7.3,4.0,2.4
310,Azor,Matusiwa,Ipswich Town,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
311,Wes,Burns,Ipswich Town,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
312,Jack,Taylor,Ipswich Town,3,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
313,Jack,Clarke,Ipswich Town,3,55,0.3,7.0,7,19,1,0,0,0,0,0,0,0,0,0,1,27,33.6,0.6,18.0,5.2
314,Chiedozie,Ogbene,Ipswich Town,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
315,Abdul,Fatawu,Ipswich Town,3,55,0.2,2.0,2,65,0,0,0,1,0,0,0,0,0,0,0,22,18.6,28.4,8.0,5.5
316,Emersonn,Correia da Silva,Ipswich Town,4,55,1.6,9.0,9,65,1,0,0,1,0,0,0,0,0,0,3,41,45.6,26.3,40.0,11.2
317,George,Hirst,Ipswich Town,4,50,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
318,Jaden,Philogene,Ipswich Town,3,55,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
319,Sam,Szmodics,Ipswich Town,3,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
320,Chuba,Akpom,Ipswich Town,4,50,0.5,1.0,1,24,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.0,2.0,0.3
321,Sindre,Walle Egeli,Ipswich Town,4,45,2.4,1.0,1,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0
322,Ali,Al-Hamadi,Ipswich Town,4,50,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
323,Kasey,McAteer,Ipswich Town,3,45,1.4,1.0,1,24,0,0,0,0,0,0,0,0,0,0,0,4,1.2,1.3,0.0,0.3
